Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
MNRL,1,0,-97.66,0,-124.02,0,-96.44,0,-118.95,0.0,-33.82,,
MNRL,2,1,254.3,0,-14.29,1,236.32,0,-20.97,0.0,-328.53,,
MO,1,0,-230.84,2,38.32,0,-190.14,2,513.95,2.0,302.6,2.0,472.09
MO,2,1,400.0,1,206.25,1,3703.12,1,26.47,0.0,-689.09,0.0,-287.69
MOD,1,0,-96.88,0,-729.76,0,-84.81,0,-305.76,0.0,-1270.59,0.0,-136.1
MOD,2,1,295.76,0,-93.33,1,223.48,0,-86.95,1.0,749.98,1.0,487.66
MODN,1,2,343.9,2,271.43,2,526.53,2,262.01,0.0,-16.66,0.0,-6.06
MODN,2,0,-116.85,0,-157.91,0,-84.97,0,-148.41,0.0,-14.28,0.0,-8.8
MOH,1,0,-137.98,2,125.92,0,-79.4,2,225.25,0.0,-145.84,0.0,-125.77
MOH,2,0,-148.1,0,-171.05,1,576.52,0,-48.58,0.0,-156.25,0.0,-96.26
MOS,1,0,-120.15,2,146.56,0,-80.63,0,-64.51,2.0,9571.16,2.0,149.7
MOS,2,0,-89.98,0,-151.57,1,20.13,0,-124.16,0.0,-195.46,0.0,-166.43
MOV,1,2,268.92,0,-94.02,2,239.05,0,-83.97,2.0,439.67,0.0,-106.03
MOV,2,1,143.38,1,1177.47,1,142.65,1,614.55,0.0,-97.84,1.0,444.76
MPW,1,0,-92.19,2,543.31,0,-91.6,2,412.28,0.0,-204.99,0.0,-89.92
MPW,2,1,883.51,0,-54.45,1,3672.22,0,-23.68,0.0,-52.38,0.0,-128.94
MPX,1,0,-93.14,0,-1187.86,0,-95.05,0,-725.35,2.0,580.03,0.0,-100.0
MPX,2,1,403.88,0,-111.32,1,321.25,0,-118.53,0.0,-741.69,1.0,103.64
MRC,1,0,-147.52,0,-551.34,0,-63.48,0,-146.24,0.0,-127.59,0.0,-3074.85
MRC,2,1,195.02,0,-128.4,0,-88.34,0,-184.68,0.0,-98.88,0.0,-166.67
MRK,1,0,-112.03,0,-83.88,0,-101.88,0,-77.12,0.0,-10050.89,0.0,-142.09
MRK,2,1,245.08,1,191.98,1,257.07,1,98.71,0.0,-73.39,0.0,-61.47
MRO,1,0,-76.2,0,-170.4,0,-83.77,0,-155.09,0.0,-91.36,0.0,-655.93
MRO,2,1,213.38,0,-138.68,1,204.12,0,-143.92,0.0,-96.1,0.0,-145.53
MS,1,2,220.85,2,470.0,2,229.85,2,400.61,2.0,159.05,2.0,151.49
MS,2,0,-130.4,0,-39.71,0,-131.65,0,-42.63,0.0,-116.28,0.0,-82.0
MSA,1,2,409.38,0,-279.46,2,963.64,0,-218.58,0.0,-146.78,0.0,-231.07
MSA,2,0,-34.03,0,-70.16,0,-59.26,0,-76.04,0.0,-33.35,0.0,-97.48
MSB,1,0,-108.81,0,-187.22,0,-108.81,0,-187.22,0.0,-107.24,0.0,-194.26
MSB,2,1,479.2,0,-82.89,1,479.2,0,-82.89,1.0,569.45,0.0,-85.25
MSC,1,2,374.55,0,-1206.41,2,2152.64,0,-1048.05,0.0,-33.9,2.0,405.9
MSC,2,0,-85.04,1,2.92,1,180.39,1,67.01,0.0,-93.31,0.0,-24.24
MSCI,1,0,-19.08,0,-1.86,2,12.24,2,2.32,0.0,-122.83,0.0,-51.07
MSCI,2,1,618.18,0,-26.49,1,323.26,0,-31.18,1.0,374.99,0.0,-76.86
MSGE,1,0,-0.36,0,-431.36,0,-86.48,0,-549.83,0.0,-76.43,,
MSGE,2,0,-59.0,0,-90.72,1,541.46,0,-84.5,0.0,-185.88,,
MSGN,1,0,-73.78,0,-213.24,0,-304.93,0,-240.06,2.0,153.5,2.0,152.78
MSGN,2,0,-383.11,1,1021.21,1,119.43,1,10.16,0.0,-273.0,0.0,-148.94
MSGS,1,0,-126.74,0,-1199.17,0,-105.39,0,-826.47,0.0,-33.7,0.0,-1735.84
MSGS,2,1,167.39,0,-96.75,1,1004.67,1,105.18,0.0,-90.55,0.0,-131.19
MSI,1,2,56.29,0,-168.17,2,40.32,0,-180.97,2.0,96.67,2.0,184.73
MSI,2,1,1210.6,0,-30.7,1,789.73,0,-50.89,1.0,268.91,0.0,-101.72
MSM,1,2,132.37,0,-320.64,2,130.91,0,-202.2,0.0,-23.12,0.0,-28.34
MSM,2,0,-275.0,0,-66.14,0,-268.01,0,-54.43,0.0,-183.93,0.0,-123.93
MT,1,0,-101.09,0,-93.65,0,-66.83,0,-244.46,0.0,-5.55,0.0,-50.31
MT,2,1,9720.69,0,-344.77,1,180.05,0,-166.57,0.0,-36.28,0.0,-1238.62
MTB,1,0,-33.37,0,-560.47,0,-33.37,0,-560.47,0.0,-51.77,0.0,-449.43
MTB,2,1,259.32,0,-51.32,1,259.32,0,-51.32,1.0,689.94,0.0,-82.92
MTD,1,2,5.78,2,2.08,0,-4.2,2,2.01,2.0,23.1,0.0,-16.65
MTD,2,1,186.17,0,-51.09,1,164.32,0,-67.79,0.0,-5.28,0.0,-67.1
MTDR,1,0,-45.94,0,-200.35,0,-115.73,0,-206.79,0.0,-211.61,0.0,-1034.34
MTDR,2,1,283.8,0,-69.88,1,247.3,0,-70.24,0.0,-94.31,0.0,-171.8
MTG,1,0,-99.89,0,-7361.54,2,207.25,0,-115.21,0.0,-97.83,0.0,-870.23
MTG,2,1,806.35,0,-94.09,1,116.39,1,47.97,1.0,1039.43,0.0,-95.5
MTH,1,2,252.15,2,475.17,2,134.61,2,480.36,2.0,102.17,2.0,374.02
MTH,2,0,-50.2,0,-33.61,0,-30.63,0,-55.81,0.0,-35.67,0.0,-76.35
MTN,1,0,-168.26,0,-251.73,2,179.53,0,-204.8,0.0,-98.65,0.0,-237.74
MTN,2,0,-365.25,1,35.72,0,-256.52,1,136.38,0.0,-673.44,0.0,-126.46
MTOR,1,0,-14.26,0,-2131.25,0,-63.6,0,-708.95,2.0,465.47,0.0,-102.36
MTOR,2,1,246.75,0,-90.68,1,215.81,0,-79.74,1.0,196.86,1.0,353.74
MTR,1,0,-195.1,0,-2.36,0,-195.1,0,-2.36,0.0,-142.42,0.0,-13.74
MTR,2,0,-193.31,0,-118.39,0,-193.31,0,-118.39,0.0,-167.5,0.0,-119.02
MTW,1,0,-42.55,0,-632.38,2,152.52,0,-2986.96,2.0,716.65,0.0,-183.86
MTW,2,1,247.31,0,-70.23,1,3181.48,0,-104.11,0.0,-42.71,1.0,120.47
MTX,1,2,22.64,0,-77.16,2,28.59,0,-1090.22,0.0,-88.9,0.0,-36.53
MTX,2,1,163.78,0,-263.71,1,160.32,0,-111.69,1.0,256.19,0.0,-53.3
MTZ,1,0,-102.54,0,-138.38,0,-144.04,0,-403.03,2.0,66.16,2.0,357.54
MTZ,2,1,103.23,1,17.01,0,-23.75,0,-13.54,1.0,197.79,0.0,-114.03
MUR,1,0,-39.22,0,-167.53,0,-92.9,0,-167.6,0.0,-32.3,0.0,-205.82
MUR,2,1,318.98,1,83.42,1,193.19,1,46.39,0.0,-4.88,0.0,-15.03
MUSA,1,0,-73.39,2,818.86,0,-97.96,0,-534.91,0.0,-91.97,2.0,776.56
MUSA,2,0,-176.33,1,3743.75,1,174.79,0,-121.96,0.0,-162.75,0.0,-465.61
MUX,1,0,-93.9,0,-116.68,2,219.21,0,-109.67,0.0,-25.0,0.0,-90.77
MUX,2,0,-1638.04,1,408.23,0,-1305.72,1,667.83,0.0,-68.89,0.0,-133.33
MVO,1,0,-404.88,0,-127.51,0,-404.88,0,-127.51,0.0,-1049.67,0.0,-126.81
MVO,2,1,322.83,1,33.85,1,322.83,1,33.85,1.0,177.2,1.0,21.52
MWA,1,0,-181.73,0,-76.61,0,-165.3,0,-107.04,0.0,-124.7,2.0,131.73
MWA,2,1,568.97,1,58.83,1,242.19,0,-47.89,1.0,367.88,0.0,-199.32
MX,1,2,412.58,0,-227.86,2,188.29,0,-754.36,2.0,312.16,0.0,-356.92
MX,2,0,-206.97,0,-262.62,1,467.88,0,-47.52,1.0,198.51,0.0,-131.23
MXL,1,0,-82.26,2,336.53,0,-82.66,2,388.98,0.0,-52.0,0.0,-1351.9
MXL,2,1,2172.05,0,-85.66,1,2621.55,0,-109.64,0.0,-55.55,0.0,-84.65
MYE,1,2,4928.57,0,-151.43,2,471.75,0,-350.28,2.0,108.52,2.0,1219.08
MYE,2,0,-97.47,1,366.49,0,-167.74,1,51.9,0.0,-126.35,0.0,-94.19
NAV,1,2,621.97,0,-1043.53,2,279.21,0,-440.94,0.0,-20452.85,0.0,-635.7
NAV,2,0,-378.6,0,-85.84,0,-374.63,0,-50.15,0.0,-52.7,0.0,-103.61
NBHC,1,0,-149.01,2,165.85,0,-149.01,2,165.85,0.0,-103.83,0.0,-61.78
NBHC,2,1,66.07,0,-89.87,1,66.07,0,-89.87,1.0,313.5,0.0,-88.52
NBR,1,2,103.63,0,-1009.39,2,106.42,0,-6257.45,0.0,-413.38,0.0,-117.59
NBR,2,0,-0.78,0,-88.84,0,-30.27,0,-102.44,0.0,-90.44,0.0,-19.59
NC,1,2,417.77,0,-94.98,0,-42.43,0,-85.79,2.0,1534.36,0.0,-1.35
NC,2,0,-132.16,1,92.68,0,-115.3,1,614.99,0.0,-2.25,1.0,543.27
NCLH,1,0,-78.87,0,-2638.94,2,176.36,0,-1291.53,0.0,-97.56,0.0,-39615.25
NCLH,2,0,-83.31,0,-69.48,0,-37.65,0,-44.88,0.0,-75.17,0.0,-95.85
NCR,1,0,-75.97,0,-248.55,0,-62.71,0,-228.64,0.0,-1576.58,0.0,-132.23
NCR,2,1,436.9,1,294.76,1,661.9,1,568.24,0.0,-123.83,1.0,277.45
NEE,1,0,-267.42,0,-127.75,0,-158.97,0,-142.47,0.0,-3198.38,0.0,-46.22
NEE,2,1,153.65,1,7122.73,1,255.81,1,669.62,0.0,-101.58,0.0,-302.71
NEM,1,0,-110.64,2,21.12,0,-80.43,0,-47.39,0.0,-101.35,0.0,-101.59
NEM,2,1,1228.74,1,2483.69,1,506.69,1,2105.26,1.0,345.26,1.0,22.37
NEP,1,0,-64.03,2,594.85,0,-127.04,0,-33.43,2.0,380.08,0.0,-69.48
NEP,2,0,-128.28,1,112.05,0,-126.58,1,344.17,0.0,-91.57,0.0,-143.82
NET,1,0,-27.49,0,-4.69,0,-28.87,2,2.47,0.0,-100.0,0.0,-95.04
NET,2,1,110.85,1,23.19,1,56.03,1,14.39,0.0,-93.58,0.0,-1615.9
NEU,1,0,-113.15,0,-172.76,0,-88.28,0,-88.71,0.0,-109.11,0.0,-28.51
NEU,2,1,255.21,1,194.76,1,193.52,0,-204.58,1.0,547.39,0.0,-55.64
NEW,1,2,325.41,0,-51.22,2,293.1,0,-46.68,0.0,-80.95,,
NEW,2,0,-117.86,0,-39.93,0,-59.11,0,-61.61,1.0,450.0,,
NEWR,1,0,-93.88,0,-37.25,0,-92.02,0,-28.22,0.0,-80.36,0.0,-738.57
NEWR,2,0,-278.03,1,1.41,1,16.39,1,0.6,0.0,-1290.89,0.0,-55.33
NEX,1,2,308.22,0,-339.23,2,289.21,0,-130.22,0.0,-363.94,0.0,-65.91
NEX,2,0,-10.83,0,-114.81,0,-75.87,0,-138.26,0.0,-83.12,0.0,-200.17
NEXA,1,0,-104.95,2,101.54,0,-69.93,0,-156.58,0.0,-43.71,0.0,-6.05
NEXA,2,1,925.16,0,-156.38,1,350.63,0,-470.93,0.0,-99.55,0.0,-513.35
NFG,1,2,898.92,0,-107.84,2,590.68,0,-237.34,2.0,133.59,0.0,-522.42
NFG,2,0,-72.77,1,157.72,0,-68.32,1,680.25,0.0,-426.36,0.0,-160.42
NGL,1,0,-148.44,2,1513.16,0,-34.38,0,-150.98,0.0,-3032.46,0.0,-214.77
NGL,2,1,150.38,0,-94.84,1,177.03,1,155.1,0.0,-13.64,1.0,233.9
NGS,1,0,-226.98,2,251.47,0,-247.6,2,705.5,0.0,-417.22,0.0,-2384.17
NGS,2,0,-51.74,0,-55.3,0,-70.61,0,-40.87,0.0,-129.23,0.0,-150.82
NGVC,1,2,11800.0,2,562.67,2,194.29,2,129.75,0.0,-69.13,2.0,547.6
NGVC,2,1,100.17,0,-6.26,0,-92.17,0,-38.27,0.0,-62.76,0.0,-131.0
NGVT,1,0,-113.16,0,-128.77,0,-108.15,0,-142.28,0.0,-114.01,0.0,-95.19
NGVT,2,1,347.82,0,-33.83,1,469.56,0,-15.26,1.0,548.29,0.0,-71.58
NI,1,2,756.45,0,-109.38,2,646.88,0,-647.03,2.0,115.77,0.0,-120.89
NI,2,0,-89.07,1,400.31,0,-84.39,0,-62.4,0.0,-570.48,1.0,499.13
NINE,1,0,-86.29,0,-110.67,0,-90.49,0,-98.66,0.0,-74.52,0.0,-363.39
NINE,2,0,-347.34,0,-40.14,0,-523.47,0,-43.65,0.0,-157.75,0.0,-253.68
NKE,1,0,-97.17,0,-174.24,0,-90.96,0,-158.63,0.0,-106.09,0.0,-131.68
NKE,2,1,314.11,1,125.89,1,280.73,1,25.34,1.0,252.7,1.0,311.31
NL,1,0,-98.23,0,-81.72,2,173.8,0,-7.61,0.0,-108.89,2.0,220.56
NL,2,0,-273.95,1,1120.62,0,-391.37,1,93.01,1.0,280.56,0.0,-120.26
NLS,1,0,-66.27,2,373.08,0,-39.58,2,456.73,0.0,-102.03,2.0,121.2
NLS,2,1,30.74,0,-260.5,1,65.2,0,-850.43,1.0,307.59,0.0,-1627.73
NLSN,1,0,-18.36,0,-331.52,2,55.58,0,-1130.77,2.0,220.0,0.0,-136.84
NLSN,2,1,1234.72,0,-63.92,1,210.89,0,-70.11,1.0,308.33,0.0,-84.44
NLY,1,0,-72.46,2,268.11,0,-72.46,2,268.11,0.0,-196.67,0.0,-97.88
NLY,2,0,-131.89,0,-171.89,0,-131.89,0,-171.89,0.0,-83.12,0.0,-2358.97
NM,1,2,141.38,0,-99.89,2,350.15,0,-149.95,0.0,-0.5,0.0,-15.56
NM,2,1,169.28,1,318.03,1,128.4,0,-10.67,0.0,-62.9,0.0,-35.38
NMM,1,2,1016.27,0,-194.74,2,29561.54,0,-155.64,2.0,509.45,0.0,-1221.17
NMM,2,1,112.8,0,-39.46,1,100.54,0,-16.05,0.0,-56.55,0.0,-65.38
NMR,1,2,148.35,2,158.39,2,145.05,2,160.05,0.0,-86.95,2.0,319.91
NMR,2,0,-115.68,0,-448.77,0,-120.81,0,-433.04,0.0,-109.26,0.0,-1707.44
NNA,1,0,-229.76,2,354.26,0,-302.86,2,383.3,0.0,-102.38,0.0,-262.08
NNA,2,0,-175.61,0,-8.78,1,1.1,0,-20.19,1.0,4201.67,0.0,-94.67
NNI,1,0,-174.89,2,245.59,0,-1379.57,2,403.74,0.0,-104.97,0.0,-205.53
NNI,2,0,-106.25,0,-115.2,0,-101.63,0,-106.85,1.0,264.01,1.0,210.6
NNN,1,2,159.75,0,-121.64,2,194.52,0,-119.01,0.0,-60.0,0.0,-299.82
NNN,2,0,-46.17,1,19.18,0,-52.23,1,19.07,1.0,179.54,0.0,-139.52
NOA,1,2,815.78,0,-113.33,2,38.49,0,-140.35,2.0,167.87,0.0,-60.93
NOA,2,1,109.52,1,8.57,1,150.99,1,87.65,0.0,-8.32,0.0,-48.81
NOAH,1,2,107.24,0,-85.06,2,8194.44,0,-81.0,0.0,-105.7,0.0,-79.28
NOAH,2,1,216.48,1,26.69,1,103.36,1,31.28,0.0,-81.71,0.0,-109.98
NOC,1,2,1664.94,0,-53.11,2,454.91,0,-29.8,0.0,-3219.0,2.0,254.21
NOC,2,0,-87.25,0,-57.1,0,-26.8,0,-20.85,0.0,-111.98,0.0,-316.57
NOMD,1,2,641.96,2,57.75,2,472.56,2,18.22,0.0,-107.15,0.0,-165.99
NOMD,2,0,-62.03,0,-41.18,0,-69.16,0,-36.92,1.0,359.77,0.0,-86.91
NOV,1,0,-10201.37,0,-17.26,0,-44.99,0,-9190.32,0.0,-1202.76,0.0,-99.71
NOV,2,1,103.76,0,-167.03,0,-63.55,0,-98.03,0.0,-56.37,0.0,-22637.69
NOVA,1,0,-221.42,0,-32.29,0,-240.32,0,-14.56,0.0,-121.5,,
NOVA,2,0,-39.91,0,-17.06,0,-60.28,0,-27.33,0.0,-40.52,,
NOW,1,2,5.91,0,-4.43,2,12.66,0,-6.25,2.0,171.43,0.0,-103.67
NOW,2,1,311.05,0,-14.72,1,223.93,0,-9.28,0.0,-319.92,1.0,2948.34
NPK,1,0,-113.49,0,-59.88,0,-76.15,0,-48.22,0.0,-108.25,2.0,121.94
NPK,2,1,252.31,0,-807.07,1,206.19,0,-27.69,1.0,279.86,0.0,-233.19
NPO,1,2,19.0,0,-118.91,0,-66.71,0,-103.35,0.0,-71.68,2.0,298.11
NPO,2,1,197.8,0,-137.17,1,168.25,0,-134.25,0.0,-103.71,1.0,200.63
NR,1,2,931.89,0,-314.89,2,736.9,0,-198.88,0.0,-123.21,0.0,-282.65
NR,2,0,-53.11,0,-173.34,0,-85.76,0,-150.26,0.0,-90.35,0.0,-123.33
NRG,1,0,-108.38,0,-25.0,2,135.12,0,-18.65,0.0,-112.37,2.0,1524.13
NRG,2,1,1009.79,1,464.91,1,235.29,1,150.0,1.0,265.47,1.0,154.8
NRP,1,0,-8.83,2,206.36,0,-1584.0,2,1600.0,0.0,-95.35,0.0,-332.43
NRP,2,0,-39.75,0,-52.26,0,-94.55,1,105.93,0.0,-2124.1,1.0,244.01
NRT,1,0,-876.53,0,-421.0,0,-876.53,0,-421.0,0.0,-388.12,0.0,-427.3
NRT,2,0,-60.01,1,321.07,0,-60.01,1,321.07,0.0,-27.28,1.0,317.24
NRZ,1,0,-121.75,0,-7362.91,0,-110.88,0,-7362.91,0.0,-101.0,0.0,-593.35
NRZ,2,0,-76.46,0,-85.62,0,-51.5,1,133.26,1.0,1155.49,0.0,-384.8
NS,1,0,-48.48,0,-43.73,0,-2.36,0,-24.66,0.0,-1904.91,0.0,-96.82
NS,2,1,140.38,1,10.72,1,150.07,0,-127.92,0.0,-81.46,0.0,-974.0
NSA,1,2,214.53,0,-37.28,0,-3.31,0,-20.22,0.0,-60.0,2.0,244.24
NSA,2,1,122.71,0,-14.35,1,747.37,0,-32.3,0.0,-25.0,0.0,-152.38
NSC,1,0,-54.67,0,-1519.44,0,-86.78,0,-846.1,0.0,-60.04,0.0,-402.19
NSC,2,1,194.82,0,-93.05,1,198.15,0,-116.4,1.0,1005.39,1.0,115.91
NSCO,1,0,-82.46,0,-86.66,2,107.03,0,-65.5,2.0,1281.57,,
NSCO,2,0,-381.67,0,-50.86,0,-378.69,1,134.23,0.0,-93.36,,
NSP,1,0,-40.9,2,34.89,2,229.45,0,-105.04,0.0,-27.22,0.0,-128.97
NSP,2,0,-171.48,0,-60.76,1,107.6,0,-20.67,0.0,-289.7,0.0,-75.23
NTB,1,0,-45.43,0,-352.45,0,-45.43,0,-352.45,2.0,539.06,0.0,-112.26
NTB,2,1,147.16,0,-79.41,1,147.16,0,-79.41,0.0,-31.02,0.0,-121.3
NTCO,1,2,7864.41,0,-78.47,2,795.75,0,-78.27,,,,
NTCO,2,0,-101.55,1,43.69,0,-111.46,1,46.74,,,,
NTP,1,2,35230.36,2,826.79,2,23719.95,2,359.01,0.0,-20.0,2.0,7607.34
NTP,2,0,-46.78,1,466.19,1,28.98,1,783.41,0.0,-85.0,0.0,-99.32
NTR,1,2,131.35,0,-507.69,0,-92.62,2,61.09,0.0,-107.58,0.0,-25.51
NTR,2,0,-136.6,0,-99.79,0,-148.28,0,-99.3,1.0,9433.32,0.0,-105.14
NTZ,1,2,249.74,0,-65.3,2,246.11,0,-114.13,0.0,-226.03,0.0,-192.07
NTZ,2,0,-333.64,0,-57.72,0,-41.04,0,-148.9,0.0,-58.2,1.0,148.5
NUE,1,2,43.75,0,-54.97,0,-51.44,0,-9.61,2.0,41.8,0.0,-2.71
NUE,2,1,182.3,0,-155.27,1,160.19,0,-141.61,0.0,-81.9,0.0,-154.58
NUS,1,0,-52.19,2,145.88,0,-57.07,2,169.12,0.0,-16.65,0.0,-60.71
NUS,2,0,-19.96,0,-166.82,0,-18.4,0,-154.99,0.0,-73.34,1.0,613.81
NVGS,1,0,-248.92,0,-1689.29,0,-190.6,0,-172.85,0.0,-129.47,0.0,-0.0
NVGS,2,1,1951.85,0,-97.62,0,-78.15,1,151.97,1.0,175.39,0.0,-128.57
NVO,1,2,36.15,0,-60.34,2,27.69,0,-55.65,0.0,-293.98,2.0,1387.8
NVO,2,1,118.64,1,5368.75,1,126.88,1,7491.67,1.0,128.02,0.0,-80.8
NVR,1,0,-53.19,0,-15.28,0,-20.79,0,-44.28,0.0,-64.12,0.0,-69.97
NVR,2,1,113.38,0,-49.5,1,953.24,0,-75.8,1.0,1072.58,0.0,-74.8
NVRO,1,0,-99.57,0,-277.47,0,-98.73,0,-1038.96,0.0,-54.65,0.0,-74.68
NVRO,2,1,371.97,0,-109.08,1,359.89,0,-95.85,0.0,-37.91,0.0,-238.11
NVS,1,0,-102.18,0,-79.98,0,-63.96,0,-56.51,2.0,157.3,0.0,-411.43
NVS,2,1,201.85,1,83.33,1,192.16,0,-12.24,1.0,125.1,0.0,-109.08
NVST,1,0,-83.5,0,-245.27,0,-81.37,0,-422.02,2.0,52.3,0.0,-687.58
NVST,2,1,364.06,0,-428.18,1,327.27,0,-372.5,1.0,131.46,0.0,-52.52
NVT,1,0,-99.56,0,-1038.98,0,-83.15,0,-2067.44,2.0,120.74,0.0,-15703.85
NVT,2,1,227.06,0,-129.06,1,198.16,0,-107.79,0.0,-1878.52,1.0,102.17
NVTA,1,0,-92.15,0,-138.26,0,-5.45,0,-38.14,0.0,-30.46,0.0,-38.52
NVTA,2,1,773.36,0,-83.19,1,273.57,0,-59.83,0.0,-57.16,0.0,-118.69
NWHM,1,0,-51.57,0,-67.14,0,-65.05,0,-9059.26,0.0,-323.18,0.0,-708.95
NWHM,2,1,1510.12,0,-47.78,1,228.62,1,102.43,1.0,148.79,0.0,-77.18
NWN,1,2,916.62,0,-0.91,2,679.51,0,-35.79,0.0,-143.74,0.0,-103.51
NWN,2,0,-28.92,1,14.04,0,-41.35,1,187.96,0.0,-430.81,1.0,213.1
NXRT,1,0,-244.76,0,-58.27,0,-242.62,0,-44.24,0.0,-127.26,0.0,-101.11
NXRT,2,1,122.34,1,465.87,1,116.85,1,1333.54,1.0,405.61,1.0,5077.72
NYCB,1,2,44.09,2,198.58,2,44.09,2,198.58,2.0,630.78,2.0,1383.4
NYCB,2,0,-24.47,0,-59.69,0,-24.47,0,-59.69,1.0,90.4,0.0,-79.3
NYT,1,2,253.26,0,-84.41,2,236.88,0,-146.27,0.0,-263.32,0.0,-359.7
NYT,2,1,179.03,1,107.33,1,165.29,0,-20.3,1.0,242.87,0.0,-99.56
O,1,2,234.05,0,-8.56,2,237.45,0,-12.98,2.0,561.3,0.0,-282.67
O,2,0,-1557.14,1,11.64,0,-3571.43,1,33.73,0.0,-162.0,0.0,-34.57
OC,1,0,-84.27,2,145.12,0,-93.59,0,-200.68,0.0,-87.83,0.0,-691.92
OC,2,1,241.22,0,-145.81,1,1044.67,0,-86.15,1.0,2.9,0.0,-126.96
OCFT,1,0,-107.63,0,-36.15,2,59.25,0,-34.63,,,,
OCFT,2,0,-44.01,0,-66.56,0,-58.46,0,-54.73,,,,
OCN,1,0,-166.58,0,-245.32,0,-174.64,0,-354.58,0.0,-97.23,0.0,-28.76
OCN,2,1,176.56,1,177.0,1,191.86,1,151.59,0.0,-519.19,0.0,-109.74
ODC,1,2,212.08,2,277.73,2,215.9,0,-45.89,0.0,-220.86,0.0,-13.94
ODC,2,0,-313.36,0,-258.44,0,-302.3,1,193.62,1.0,976.57,1.0,331.77
OEC,1,0,-90.67,0,-166.88,0,-69.55,0,-257.05,0.0,-100.0,0.0,-175.38
OEC,2,1,313.71,0,-167.48,1,198.72,0,-134.29,1.0,175.86,0.0,-133.31
OGE,1,0,-183.65,0,-7.49,0,-178.25,0,-188.24,0.0,-165.11,0.0,-7522.22
OGE,2,1,32.11,1,1055.77,1,135.6,0,-514.63,0.0,-8.94,1.0,105.98
OGS,1,2,1608.54,0,-12.57,2,1034.26,0,-738.79,0.0,-73.99,2.0,44.93
OGS,2,0,-93.07,1,258.69,0,-78.28,0,-81.01,0.0,-191.06,0.0,-65.99
OHI,1,2,406.04,0,-197.81,2,326.72,0,-173.27,2.0,188.07,0.0,-533.13
OHI,2,0,-3035.84,0,-64.6,0,-4124.06,1,281.97,0.0,-1981.29,0.0,-92.63
OI,1,0,-106.71,0,-234.02,0,-153.22,0,-232.22,0.0,-125.66,2.0,161.33
OI,2,1,278.51,0,-56.0,1,252.4,0,-2350.0,1.0,240.63,0.0,-688.69
OII,1,2,270.91,2,378.86,0,-220.14,0,-248.07,0.0,-68.75,0.0,-32.77
OII,2,0,-235.81,0,-28.63,1,114.37,1,1252.38,0.0,-135.9,0.0,-72.45
OIS,1,2,346.92,0,-320.95,2,124.71,0,-473.54,0.0,-68.94,0.0,-90.69
OIS,2,0,-24.23,0,-122.13,0,-76.52,0,-110.44,0.0,-79.24,0.0,-1244.38
OKE,1,0,-85.32,0,-74.58,0,-41.04,0,-17.26,0.0,-95.19,0.0,-615.34
OKE,2,1,261.22,0,-68.0,1,238.84,0,-660.76,0.0,-38.83,0.0,-90.97
OLN,1,0,-97.74,0,-23.88,0,-4.8,0,-52.16,0.0,-81.39,0.0,-8270.91
OLN,2,1,2642.07,0,-206.43,1,222.64,0,-211.38,0.0,-949.51,0.0,-157.81
OLP,1,2,140.1,0,-20.77,2,175.42,2,50.0,2.0,866.54,0.0,-9.91
OLP,2,0,-519.35,0,-40.98,0,-58.41,0,-50.0,0.0,-218.98,0.0,-127.18
OMC,1,0,-108.63,0,-675.53,2,18.5,0,-441.82,0.0,-98.1,0.0,-806.08
OMC,2,1,332.35,0,-771.43,1,181.45,0,-2100.0,1.0,1398.22,0.0,-84.44
OMF,1,0,-72.36,0,-135.25,0,-62.36,0,-123.06,0.0,-76.64,0.0,-115.15
OMF,2,1,379.12,1,8.78,1,161.79,1,4.9,1.0,3.9,0.0,-36.97
OMI,1,0,-43.4,2,149.54,0,-62.2,0,-260.45,0.0,-96.41,2.0,269.63
OMI,2,1,8590.62,1,162.54,1,241.71,0,-305.61,1.0,148.43,0.0,-87.85
ONTO,1,2,368.17,2,6350.35,2,461.08,2,598.38,2.0,2148.88,2.0,1083.95
ONTO,2,0,-190.0,0,-85.94,0,-76.12,1,60.03,0.0,-97.5,0.0,-360.88
OOMA,1,0,-39.35,0,-27.72,0,-19.73,0,-33.82,0.0,-100.0,0.0,-379.2
OOMA,2,1,257.69,1,60.91,1,36.86,1,34.32,0.0,-20.0,0.0,-4.44
OPY,1,2,991.73,2,155.66,2,1196.16,2,137.33,0.0,-108.54,2.0,279.52
OPY,2,0,-65.15,1,282.59,0,-71.67,1,275.23,1.0,291.82,0.0,-98.84
OR,1,0,-68.23,2,76.05,0,-56.68,0,-128.52,0.0,-100.0,0.0,-15.74
OR,2,1,314.06,0,-75.47,1,262.88,0,-115.34,1.0,304.28,0.0,-41.09
ORA,1,2,355.38,2,729.27,2,241.01,0,-246.77,0.0,-164.54,0.0,-60.59
ORA,2,0,-14.07,0,-155.41,0,-1.79,0,-2.62,0.0,-111.31,0.0,-155.71
ORC,1,0,-6.47,0,-136.04,0,-5.78,0,-130.66,0.0,-127.98,2.0,108.37
ORC,2,0,-126.17,1,143.3,0,-125.33,1,159.76,1.0,114.59,0.0,-4700.0
