Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
COP,1,0,-85.57,0,-479.04,0,-53.67,0,-283.09,0.0,-74.03,0.0,-785.81
COP,2,1,300.27,0,-121.36,1,201.17,0,-143.41,0.0,-339.13,0.0,-97.64
COR,1,2,197.83,2,6.02,0,-72.81,2,14.42,0.0,-159.74,0.0,-36.29
COR,2,0,-136.65,0,-62.01,1,5.56,0,-59.97,0.0,-146.22,0.0,-137.09
COTY,1,0,-86.22,0,-200.97,0,-74.22,0,-208.27,0.0,-302.0,0.0,-96.48
COTY,2,1,351.9,0,-1.91,1,258.86,0,-23.37,1.0,168.54,0.0,-3109.98
CP,1,2,299.43,0,-35.64,2,102.02,0,-116.13,2.0,2136.52,0.0,-93.5
CP,2,1,142.05,0,-40.48,1,132.22,0,-44.02,0.0,-103.44,1.0,249.56
CPA,1,2,709.29,0,-1001.86,2,217.42,0,-6443.24,0.0,-88.79,0.0,-290.9
CPA,2,0,-81.91,1,230.95,1,225.9,0,-82.04,0.0,-118.2,1.0,336.71
CPAC,1,0,-99.76,0,-630.56,0,-93.49,0,-167.32,2.0,140.0,0.0,-180.32
CPAC,2,1,6265.51,1,200.0,1,514.76,1,197.11,0.0,-733.33,1.0,550.22
CPB,1,2,354.63,2,7.87,2,289.5,0,-68.07,2.0,632.52,2.0,3679.09
CPB,2,0,-177.91,1,1565.57,0,-265.06,1,69.17,0.0,-45.13,0.0,-73.52
CPE,1,0,-100.48,2,82.17,0,-98.01,2,276.77,0.0,-54.45,0.0,-3254.32
CPE,2,1,328.04,0,-82.41,1,283.18,0,-79.81,0.0,-93.07,0.0,-158.28
CPF,1,2,572.18,0,-338.78,2,572.18,0,-338.78,2.0,365.13,0.0,-3598.0
CPF,2,0,-263.79,0,-18.96,0,-263.79,0,-18.96,0.0,-251.91,0.0,-98.0
CPK,1,2,138.6,0,-13.77,2,680.44,2,182.11,2.0,948.65,0.0,-48.71
CPK,2,1,137.51,1,86.99,1,112.35,0,-124.12,0.0,-75.76,1.0,624.11
CPLG,1,2,275.1,0,-476.36,2,195.92,0,-286.5,0.0,-77.46,0.0,-93.75
CPLG,2,0,-177.13,0,-78.78,0,-258.92,1,177.36,0.0,-376.03,0.0,-102.08
CPRI,1,0,-85.61,0,-48.8,0,-88.16,0,-45.64,0.0,-72.64,0.0,-2150.64
CPRI,2,1,332.01,1,50.94,1,335.07,1,119.56,1.0,350.4,0.0,-138.98
CPS,1,0,-102.07,0,-70.75,0,-98.01,0,-65.71,0.0,-796.39,0.0,-1538.16
CPS,2,1,200.0,0,-83.02,1,309.69,0,-8470.59,1.0,590.18,0.0,-33.71
CPT,1,0,-125.02,0,-107.29,0,-126.76,0,-79.85,0.0,-116.19,0.0,-221.93
CPT,2,1,189.31,1,34.54,1,216.24,1,39.3,1.0,275.1,1.0,254.24
CR,1,0,-140.72,0,-775.31,0,-113.59,0,-463.64,0.0,-105.73,2.0,166.67
CR,2,1,162.75,0,-108.97,1,155.78,0,-109.31,1.0,478.0,0.0,-164.06
CRI,1,0,-62.14,0,-1672.97,0,-78.78,0,-952.12,2.0,691.09,0.0,-35.06
CRI,2,1,6141.38,0,-22.11,1,418.85,0,-9.34,1.0,166.84,0.0,-116.86
CRK,1,2,1738.76,0,-93.72,2,1519.32,0,-88.0,2.0,261.72,0.0,-155.26
CRK,2,1,114.35,1,44.77,0,-76.03,1,72.76,0.0,-67.08,1.0,426.97
CRM,1,2,61.41,0,-25.62,2,41.15,0,-15.42,0.0,-102.39,0.0,-146.66
CRM,2,0,-23.97,1,16.07,0,-11.56,1,10.42,1.0,1768.23,1.0,2842.33
CRS,1,2,183.68,0,-218.41,0,-93.39,0,-181.09,0.0,-33.0,0.0,-695.36
CRS,2,0,-9.2,0,-39.65,0,-24.07,0,-48.53,0.0,-84.95,0.0,-104.22
CRT,1,0,-10.65,0,-191.63,0,-10.65,0,-191.63,0.0,-11.1,0.0,-192.5
CRT,2,0,-201.14,1,407.92,0,-201.14,1,407.92,0.0,-210.01,1.0,980.93
CRY,1,0,-83.25,0,-302.43,0,-79.89,0,-263.46,0.0,-100.0,0.0,-703.08
CRY,2,1,207.63,0,-87.85,1,210.92,0,-86.8,0.0,-55.0,1.0,194.08
CS,1,0,-96.95,0,-154.46,0,-96.95,0,-154.46,0.0,-350.04,0.0,-122.0
CS,2,0,-201.58,1,10357.14,0,-201.58,1,10357.14,0.0,-117.46,0.0,-76.28
CSL,1,0,-171.11,0,-183.97,0,-155.54,0,-258.84,0.0,-155.63,0.0,-59.8
CSL,2,1,1597.09,1,28.13,1,1825.86,0,-61.86,1.0,51.39,0.0,-124.19
CSPR,1,0,-50.42,0,-51.14,2,80.48,0,-42.17,0.0,-31.7,,
CSPR,2,1,159.3,1,4.49,1,577.78,0,-46.67,0.0,-3.41,,
CSTM,1,0,-84.21,0,-256.3,0,-55.7,0,-545.76,2.0,1993.04,0.0,-111.81
CSTM,2,1,234.63,1,488.89,1,148.42,0,-54.61,0.0,-96.93,1.0,186.61
CSU,1,0,-74.98,0,-5.56,0,-128.87,0,-69.49,0.0,-2048.26,0.0,-69.42
CSU,2,0,-111.49,0,-388.79,0,-909.86,0,-140.41,0.0,-87.2,0.0,-63.41
CSV,1,0,-37.47,2,546.04,0,-24.41,2,785.53,0.0,-105.41,2.0,138.62
CSV,2,1,29.25,1,2737.5,1,44750.0,0,-40.31,1.0,197.06,0.0,-180.66
CTB,1,0,-119.63,0,-17.88,0,-108.83,0,-326.9,0.0,-103.24,2.0,81.84
CTB,2,1,1031.03,1,113.1,1,912.61,0,-20.86,1.0,4525.4,1.0,259.87
CTLT,1,2,177.35,2,217.05,2,171.63,2,931.08,2.0,118.27,0.0,-37.77
CTLT,2,0,-163.83,0,-53.37,0,-143.72,0,-88.13,0.0,-105.34,1.0,255.35
CTS,1,0,-59.74,0,-162.28,0,-76.89,0,-2893.75,0.0,-72.14,0.0,-87.26
CTS,2,1,302.18,0,-125.63,1,291.86,0,-102.85,1.0,406.68,0.0,-109.67
CTT,1,0,-25.62,0,-82.54,2,57.14,0,-136.73,0.0,-30.76,0.0,-96.08
CTT,2,1,195.5,0,-10.43,1,178.75,0,-23.51,0.0,-28.9,0.0,-3670.3
CTVA,1,2,222.91,2,150.67,2,212.53,2,186.73,2.0,173.63,2.0,311.04
CTVA,2,0,-290.05,0,-125.65,0,-305.35,0,-109.16,0.0,-183.9,0.0,-70.39
CUB,1,0,-191.03,0,-66.47,0,-192.35,0,-105.53,0.0,-102.59,0.0,-140.83
CUB,2,1,2.64,1,46.01,1,296.0,1,184.17,1.0,4981.2,1.0,23.95
CUBI,1,0,-55.64,2,204.73,0,-55.64,2,204.73,0.0,-91.94,2.0,443.44
CUBI,2,1,23.01,1,216.83,1,23.01,1,216.83,0.0,-95.47,1.0,257.37
CUK,1,0,-70.56,0,-3093.2,2,106.73,0,-810.1,0.0,-3.93,0.0,-14920.74
CUK,2,0,-68.04,0,-93.48,0,-13.32,1,31.71,0.0,-90.93,0.0,-111.4
CURO,1,2,9060.0,0,-346.27,2,4039.29,0,-378.4,0.0,-6.22,2.0,559.25
CURO,2,0,-99.63,0,-27.74,0,-99.2,0,-29.26,0.0,-239.87,0.0,-425.35
CUZ,1,0,-59.79,0,-71.59,0,-101.03,0,-68.87,0.0,-436.85,0.0,-34.38
CUZ,2,1,120.36,1,605.58,1,124.71,1,843.85,1.0,121.69,1.0,187.58
CVA,1,0,-160.22,0,-75.84,0,-100.0,2,1554.55,0.0,-10.71,0.0,-325.94
CVA,2,1,275.54,0,-193.54,1,372.58,0,-98.34,1.0,340.01,0.0,-158.2
CVE,1,0,-110.42,0,-676.15,0,-109.33,0,-983.33,0.0,-16.65,0.0,-215.52
CVE,2,0,-32.7,0,-35.92,1,251.09,0,-114.26,0.0,-83.6,1.0,205.37
CVEO,1,0,-151.44,0,-143.31,0,-127.05,0,-96.86,0.0,-100.0,0.0,-2241.8
CVEO,2,1,498.19,1,129.23,1,241.42,0,-40.94,1.0,126.99,0.0,-72.55
CVI,1,0,-171.67,0,-1415.87,0,-76.81,0,-258.48,0.0,-98.28,0.0,-577.71
CVI,2,0,-117.13,0,-91.12,1,221.41,0,-156.25,0.0,-1831.03,0.0,-12.5
CVNA,1,0,-109.02,0,-63.3,0,-51.83,0,-58.82,0.0,-75.09,0.0,-62.35
CVNA,2,1,843.98,0,-16.46,1,1978.14,0,-20.52,0.0,-19.75,0.0,-40.68
CVS,1,2,113.42,0,-81.03,2,41.15,0,-85.11,0.0,-65.28,0.0,-99.25
CVS,2,0,-213.82,1,430.89,1,220.37,1,544.24,0.0,-223.35,1.0,1010.64
CVX,1,0,-75.82,0,-271.17,0,-93.03,0,-170.95,0.0,-79.86,0.0,-264.81
CVX,2,1,178.71,0,-177.37,1,209.25,0,-148.62,0.0,-70.52,0.0,-234.42
CW,1,0,-3.81,0,-270.79,2,332.14,0,-222.78,0.0,-114.74,0.0,-319.87
CW,2,1,333.1,0,-64.2,1,146.06,0,-49.03,1.0,381.82,0.0,-49.46
CWEN,1,0,-104.44,0,-177.34,0,-96.69,0,-145.64,0.0,-113.25,0.0,-131.42
CWEN,2,1,188.09,1,191.9,1,181.1,1,273.71,1.0,177.31,1.0,403.71
CWH,1,0,-420.48,2,1260.74,0,-824.55,2,442.58,0.0,-100.81,0.0,-804.76
CWH,2,0,-85.13,0,-124.62,0,-92.06,0,-82.54,1.0,1238.47,0.0,-105.0
CWK,1,2,184.93,0,-277.06,2,64.01,0,-260.53,0.0,-24.95,0.0,-242.23
CWK,2,1,726.61,0,-46.78,1,234.58,0,-65.49,0.0,-93.78,0.0,-41.37
CWT,1,0,-133.89,2,3009.8,0,-151.57,2,376.92,0.0,-105.05,2.0,1469.02
CWT,2,1,202.71,0,-140.16,1,84.36,0,-28.44,1.0,1218.36,0.0,-65.05
CX,1,0,-123.1,0,-63.6,0,-83.63,0,-59.12,0.0,-1566.66,0.0,-4529.0
CX,2,1,856.94,0,-403.77,1,420.07,0,-163.25,0.0,-264.7,0.0,-87.01
CXO,1,2,324.06,0,-88.05,2,247.33,0,-77.78,0.0,-9.65,0.0,-218.82
CXO,2,0,-66.47,0,-2.72,0,-144.87,0,-28.94,0.0,-95.02,0.0,-32.92
CXW,1,2,179.17,0,-212.24,2,219.35,0,-148.16,0.0,-1000.09,0.0,-484.24
CXW,2,1,140.91,1,717.05,0,-75.27,1,98.24,1.0,166.67,1.0,274.88
CYD,1,0,-100.0,2,619.23,0,-100.0,2,32.1,2.0,527.85,0.0,-91.87
CYD,2,0,-112.33,0,-93.1,0,-120.53,1,2595.0,0.0,-121.62,0.0,-43.48
CYH,1,0,-100.0,0,-142.96,0,-100.91,0,-61.08,2.0,195.21,2.0,1247.96
CYH,2,1,290.82,0,-368.42,1,244.05,0,-14.36,0.0,-80.75,0.0,-77.78
DAC,1,2,145.93,2,424.9,0,-66.67,2,228.4,0.0,-64.25,2.0,379.52
DAC,2,0,-72.32,0,-211.16,0,-82.02,0,-261.29,1.0,200.34,0.0,-205.21
DAL,1,0,-8.2,0,-1195.38,0,-72.6,0,-1200.87,0.0,-1334.89,0.0,-1376.49
DAL,2,0,-85.52,1,496.89,1,230.96,0,-27.93,0.0,-99.38,1.0,2.72
DAN,1,0,-100.06,0,-1633.59,0,-93.27,0,-399.66,0.0,-71.8,0.0,-144.58
DAN,2,1,2236.39,0,-136.33,1,292.98,0,-54.78,1.0,122.41,0.0,-114.97
DAR,1,0,-137.82,2,178.43,2,144.9,0,-90.67,2.0,339.74,2.0,1051.09
DAR,2,1,185.3,0,-245.2,0,-36.36,0,-194.1,0.0,-63.56,0.0,-191.28
DAVA,1,0,-42.03,0,-96.37,2,106.41,0,-32.25,2.0,181.11,0.0,-234.27
DAVA,2,1,189.12,0,-13.31,1,368.23,0,-11.6,1.0,112.23,0.0,-36.77
DBD,1,0,-80.74,0,-83.79,0,-5.44,0,-209.7,0.0,-84.62,0.0,-39.41
DBD,2,1,9706.25,1,340.74,1,629.73,0,-453.73,0.0,-334.92,0.0,-69.32
DBI,1,2,44.68,0,-202.53,2,2213.89,0,-26.9,0.0,-7.59,2.0,549.38
DBI,2,1,312.66,1,362.28,1,103.44,1,290.29,0.0,-98.11,0.0,-195.13
DCI,1,0,-47.05,0,-703.73,2,114.79,0,-328.4,0.0,-308.33,0.0,-104.81
DCI,2,1,1248.39,0,-90.43,1,259.49,0,-73.48,0.0,-2.0,1.0,332.33
DCO,1,2,63.52,0,-139.55,2,137.02,0,-187.65,2.0,95.47,0.0,-104.24
DCO,2,1,121.71,1,30.26,1,113.79,1,14.44,1.0,171.41,1.0,561.24
DCP,1,0,-90.2,0,-33.27,0,-41.92,0,-13.43,0.0,-111.57,0.0,-75.5
DCP,2,1,240.36,0,-210.23,1,254.23,0,-240.91,1.0,95.82,0.0,-750.1
DD,1,0,-85.46,0,-20.32,0,-44.86,0,-8.14,2.0,485.29,0.0,-707.62
DD,2,1,156.53,0,-109.57,1,173.71,0,-105.12,0.0,-68.39,0.0,-166.17
DDS,1,2,22.25,0,-645.67,2,372.41,0,-1123.98,0.0,-76.71,0.0,-479.63
DDS,2,0,-77.7,0,-846.0,0,-24.85,0,-295.24,1.0,613.88,0.0,-74.3
DE,1,0,-105.3,0,-212.44,0,-169.16,0,-284.8,2.0,947.23,0.0,-135.78
DE,2,1,13.89,0,-93.09,1,339.3,0,-81.92,0.0,-133.9,1.0,379.59
DECK,1,0,-25.28,0,-47.68,0,-39.39,0,-9.59,0.0,-89.04,0.0,-94.0
DECK,2,1,573.56,1,1.04,1,591.21,0,-2.69,1.0,942.44,0.0,-92.22
DEI,1,0,-1826.92,0,-252.99,0,-155.92,0,-193.49,2.0,300.0,0.0,-141.77
DEI,2,1,101.31,0,-24.11,1,126.07,0,-26.14,1.0,207.15,1.0,1102.73
DELL,1,2,729.93,0,-88.34,2,240.43,2,33.14,0.0,-103.41,2.0,1618.6
DELL,2,0,-66.74,0,-36.67,0,-13.87,0,-88.46,1.0,1078.65,0.0,-81.86
DEN,1,2,524.95,0,-143.67,2,225.11,0,-144.33,0.0,-5.71,0.0,-150.05
DEN,2,0,-137.86,1,82.66,0,-133.11,1,92.59,0.0,-715.08,0.0,-36.76
DESP,1,0,-35.86,0,-38.87,2,295.59,0,-185.04,0.0,-90.16,0.0,-246.82
DESP,2,0,-178.94,0,-117.66,0,-136.16,0,-95.37,0.0,-19.79,0.0,-146.82
DFIN,1,2,122.16,2,272.47,2,102.17,2,124.65,0.0,-197.52,0.0,-244.59
DFIN,2,0,-144.02,0,-468.97,0,-216.1,0,-119.9,1.0,568.76,0.0,-107.61
DFS,1,0,-95.19,0,-555.03,0,-92.35,0,-482.83,0.0,-97.99,0.0,-464.43
DFS,2,1,660.62,1,47.6,1,608.67,1,48.56,1.0,180.04,0.0,-62.13
DG,1,0,-203.5,2,8.8,0,-300.0,0,-9.48,0.0,-218.7,2.0,85.76
DG,2,0,-39.69,1,24.73,0,-84.53,1,36.0,0.0,-2.76,0.0,-77.7
DGX,1,0,-93.19,2,887.8,0,-85.24,2,755.21,0.0,-98.82,2.0,256.6
DGX,2,1,487.29,1,248.19,1,19340.74,1,48.85,1.0,136.86,1.0,589.79
DHI,1,0,-111.83,2,390.96,0,-138.9,2,62.8,0.0,-113.63,2.0,292.22
DHI,2,1,8.33,0,-75.53,0,-5.26,0,-32.36,0.0,-8.23,0.0,-67.73
DHR,1,0,-65.2,2,485.91,2,34.81,2,382.61,2.0,768.22,2.0,150.18
DHR,2,1,65.08,0,-53.72,0,-49.66,0,-48.68,0.0,-112.15,1.0,39.33
DHT,1,0,-9.11,0,-21.97,0,-14.63,0,-31.14,0.0,-173.41,0.0,-15.27
DHT,2,0,-223.95,1,616.35,0,-362.64,1,619.9,1.0,595.23,1.0,133.49
DHX,1,0,-58.77,0,-41.7,0,-92.41,0,-10.73,2.0,107.02,0.0,-601.65
DHX,2,0,-75.83,0,-63.9,0,-79.69,0,-66.14,0.0,-1266.17,1.0,224.05
DIN,1,2,267.18,2,98.58,2,229.89,2,146.28,2.0,115.06,0.0,-72.47
DIN,2,0,-422.66,1,135.84,0,-417.86,1,194.78,0.0,-4076.36,1.0,127.63
DIS,1,2,533.68,0,-798.09,0,-57.84,0,-135.4,2.0,220.12,0.0,-501.85
DIS,2,0,-86.56,0,-58.47,1,171.6,1,119.77,0.0,-92.53,0.0,-143.84
DK,1,0,-107.81,0,-1450.0,0,-125.5,0,-134.9,0.0,-258.1,2.0,322.4
DK,2,0,-131.53,0,-106.39,1,318.93,0,-122.4,1.0,112.86,0.0,-100.48
DKL,1,0,-188.35,2,1671.84,0,-107.26,0,-68.54,0.0,-87.73,0.0,-105.64
DKL,2,0,-68.05,0,-94.59,1,174.76,0,-150.36,1.0,19.74,1.0,2661.86
DKS,1,0,-102.91,2,358.74,0,-110.72,2,307.82,0.0,-114.53,0.0,-59.55
DKS,2,1,506.16,0,-164.58,1,311.74,0,-121.21,1.0,190.79,0.0,-56.54
DL,1,2,318.54,0,-97.72,2,38.82,0,-103.95,2.0,352.78,0.0,-164.28
DL,2,1,173.42,1,407.34,1,213.71,0,-0.55,0.0,-108.55,1.0,527.83
DLB,1,2,920.78,0,-136.55,2,345.17,0,-136.27,2.0,759.96,0.0,-101.48
DLB,2,1,117.33,1,560.56,1,132.96,1,848.1,0.0,-160.58,1.0,752.97
DLNG,1,0,-60.0,2,186.54,2,179.01,2,134.7,2.0,1200.11,0.0,-28.95
DLNG,2,1,165.93,0,-63.19,0,-460.0,0,-53.05,0.0,-124.24,0.0,-67.51
DLR,1,2,107.47,2,387.1,2,83.86,2,336.16,2.0,226.05,0.0,-160.98
DLR,2,0,-95.37,0,-91.22,0,-88.33,0,-81.33,0.0,-118.57,1.0,323.99
DLX,1,0,-98.97,0,-1518.57,0,-51.69,0,-2109.26,0.0,-115.71,2.0,142.12
DLX,2,1,152.19,0,-45.31,1,145.3,0,-67.27,0.0,-19.45,0.0,-647.81
DMS,1,0,-43.1,0,-22.44,2,135.47,0,-45.4,2.0,1000.09,,
DMS,2,1,232.39,0,-57.67,1,199.41,0,-31.14,0.0,-86.67,,
DNB,1,0,-62.77,2,244.56,2,68.3,2,230.14,2.0,259.68,,
DNB,2,1,26.46,0,-1070.5,0,-20.16,0,-1074.67,0.0,-84.54,,
DNOW,1,0,-210.88,0,-618.77,0,-81.92,0,-701.78,0.0,-304.94,0.0,-17.27
DNOW,2,0,-78.94,0,-127.11,0,-69.31,0,-131.12,0.0,-71.53,0.0,-246.2
DOC,1,2,160.96,2,289.69,2,9400.0,2,389.14,2.0,164.31,0.0,-159.83
DOC,2,0,-188.21,0,-114.81,0,-98.73,0,-107.63,0.0,-177.77,0.0,-1.41
DOOR,1,0,-166.61,2,104.01,0,-70.13,2,1130.0,0.0,-1129.99,0.0,-37.22
DOOR,2,1,1041.56,1,39.8,1,288.14,0,-95.56,0.0,-99.3,0.0,-157.09
DOV,1,0,-102.41,0,-351.69,0,-88.92,0,-407.77,0.0,-115.58,0.0,-91.5
DOV,2,1,305.51,1,71.07,1,275.4,0,-17.93,1.0,309.02,1.0,184.36
DOW,1,0,-79.0,0,-29.86,0,-37.08,0,-23.42,2.0,5008.15,2.0,245.9
DOW,2,1,255.23,0,-265.53,1,212.22,0,-199.85,0.0,-55.76,0.0,-113.86
DPZ,1,2,5724.14,2,66.71,2,675.68,2,154.24,2.0,426.67,2.0,104.28
DPZ,2,0,-71.0,0,-20.82,0,-3.54,0,-76.57,0.0,-540.61,0.0,-66.47
DQ,1,2,266.0,0,-42.43,0,-71.41,2,340.12,2.0,957.17,0.0,-48.49
DQ,2,0,-198.07,0,-137.46,0,-149.85,0,-110.32,0.0,-239.99,0.0,-157.52
DRE,1,2,60.59,0,-20.3,0,-83.52,0,-25.81,2.0,88.15,0.0,-413.23
DRE,2,0,-36.13,0,-31.83,1,82.37,0,-86.78,0.0,-39.39,1.0,113.43
DRH,1,0,-18.36,0,-8655.88,0,-87.69,0,-890.59,0.0,-1340.14,0.0,-391.76
DRH,2,0,-85.86,0,-74.29,1,265.53,1,1295.83,0.0,-90.06,1.0,1776.38
DRI,1,0,-99.83,0,-501.18,0,-58.29,0,-255.16,2.0,49.92,0.0,-629.85
DRI,2,1,2924.6,0,-47.01,1,144.17,0,-58.0,1.0,135.05,0.0,-17.04
DRQ,1,0,-266.94,0,-164.84,0,-573.4,0,-252.99,2.0,842.57,2.0,2592.42
DRQ,2,1,156.06,1,215.68,1,116.26,1,150.48,0.0,-92.46,0.0,-98.04
DS,1,2,454.12,0,-2952.17,2,325.44,0,-280.91,0.0,-37.41,0.0,-416.48
DS,2,0,-169.75,0,-88.52,0,-219.37,1,454.29,0.0,-882.17,0.0,-95.82
DSSI,1,0,-5504.5,2,663.9,0,-209.78,2,164.25,0.0,-6862.57,,
DSSI,2,0,-105.75,0,-12.37,0,-199.28,1,7842.86,0.0,-97.52,,
DSX,1,0,-144.21,0,-630.2,0,-77.48,0,-858.51,0.0,-75.77,0.0,-215.9
DSX,2,1,184.03,0,-105.66,1,152.36,0,-106.07,0.0,-86.52,0.0,-365.1
DT,1,2,0.84,2,267.82,2,1.07,2,222.25,0.0,-100.0,,
DT,2,1,36.5,1,681.45,1,157.19,1,503.41,1.0,126.67,,
DTE,1,0,-144.09,2,57.67,0,-99.56,0,-64.27,2.0,489.6,2.0,195.78
DTE,2,1,258.82,1,1277.78,1,286.79,0,-185.31,0.0,-170.71,0.0,-107.68
DUK,1,0,-187.61,0,-108.35,0,-158.59,0,-317.33,0.0,-139.37,0.0,-290.95
DUK,2,1,378.46,1,6069.23,1,370.05,0,-43.75,1.0,232.88,1.0,351.24
DVA,1,0,-271.54,0,-68.38,0,-141.83,2,776.19,2.0,189.33,0.0,-95.83
DVA,2,1,85.96,1,1063.86,1,12.5,0,-104.32,0.0,-46.89,1.0,743.39
DVD,1,0,-104.54,0,-284.96,0,-100.29,0,-620.54,2.0,2542.79,0.0,-21.05
DVD,2,1,22837.06,0,-442.02,1,74938.22,0,-479.66,0.0,-63.4,0.0,-113.38
DVN,1,0,-83.97,0,-346.65,0,-59.11,0,-25.12,0.0,-90.69,0.0,-510.87
DVN,2,1,334.16,0,-125.47,1,218.07,0,-172.15,0.0,-36.29,0.0,-144.27
DX,1,2,105.04,2,136.35,2,105.04,2,136.35,0.0,-128.81,0.0,-2186.68
DX,2,0,-124.57,0,-1188.65,0,-124.57,0,-1188.65,1.0,185.48,0.0,-249.65
DXC,1,0,-126.85,0,-369.81,0,-603.45,0,-25.72,2.0,3052.92,0.0,-2071.72
DXC,2,1,183.35,0,-95.58,1,117.85,0,-102.43,0.0,-80.3,0.0,-103.31
E,1,2,5928.57,0,-526.12,0,-46.51,0,-400.0,0.0,-76.63,0.0,-6277.77
E,2,0,-99.7,0,-128.63,1,162.42,0,-156.35,0.0,-2.18,0.0,-449.06
EARN,1,0,-101.91,2,256.6,0,-101.91,2,256.6,0.0,-127.11,2.0,255.9
EARN,2,1,1572.15,0,-836.76,1,1572.15,0,-836.76,1.0,183.55,0.0,-570.87
EAT,1,0,-101.3,0,-384.7,0,-91.15,0,-264.64,0.0,-88.92,0.0,-284.45
EAT,2,1,274.16,0,-24.93,1,191.02,1,636.73,1.0,145.18,1.0,709.49
EB,1,0,-98.63,0,-605.57,0,-86.36,0,-659.73,0.0,-29.62,0.0,-273.02
EB,2,1,1920.93,0,-63.29,1,293.63,0,-72.97,0.0,-91.8,0.0,-32.34
EBF,1,2,123.37,0,-14.1,2,351.12,2,13.54,0.0,-50.22,0.0,-88.04
EBF,2,1,125.93,0,-55.92,0,-83.85,1,122.31,1.0,212.5,0.0,-99.34
EBS,1,2,679.62,2,52.66,2,2230.71,0,-1.77,2.0,744.64,2.0,3118.24
EBS,2,0,-108.44,1,291.22,0,-102.29,1,4.74,0.0,-107.04,0.0,-48.52
ECL,1,0,-86.29,0,-394.74,0,-87.5,0,-320.86,0.0,-80.08,0.0,-2029.07
ECL,2,1,194.93,1,147.62,1,211.81,1,123.84,1.0,113.69,1.0,296.59
ECOM,1,2,264.35,2,2671.15,2,347.4,2,1311.46,2.0,233.34,2.0,197.49
ECOM,2,0,-142.38,0,-105.86,0,-134.1,0,-113.54,0.0,-120.59,1.0,357.13
ED,1,0,-161.09,0,-30.78,0,-149.56,0,-235.94,0.0,-158.17,0.0,-155.01
ED,2,1,257.0,1,1762.75,1,241.83,0,-24.11,1.0,421.5,0.0,-26.97
EDN,1,2,305.58,0,-145.26,2,449.21,0,-89.0,2.0,124.73,0.0,-75.42
EDN,2,0,-363.76,0,-98.45,0,-83.51,0,-69.59,0.0,-116.1,1.0,80.55
EDU,1,0,-159.87,0,-36.04,0,-142.5,0,-41.29,0.0,-105.52,2.0,467.21
EDU,2,1,225.38,0,-22.47,1,274.17,0,-26.35,1.0,1491.95,0.0,-364.93
EEX,1,0,-32.94,0,-585.26,2,103.13,0,-1144.23,0.0,-43.77,0.0,-1029.31
EEX,2,0,-46.4,0,-216.63,1,123.05,0,-145.57,0.0,-433.03,0.0,-18.61
EFC,1,2,35.69,0,-536.24,2,35.69,0,-536.24,0.0,-80.69,0.0,-65.79
EFC,2,0,-93.21,0,-62.28,0,-93.21,0,-62.28,1.0,110.79,0.0,-85.43
EFX,1,0,-96.46,2,2726.39,0,-46.09,2,531.07,0.0,-149.86,2.0,197.81
EFX,2,1,96.7,1,108.61,1,234.62,1,89.19,1.0,976.02,0.0,-378.1
EGHT,1,2,17.88,0,-41.85,0,-2.66,2,40.38,0.0,-64.0,0.0,-373.09
EGHT,2,0,-53.35,1,5.75,1,2125.93,1,11.23,0.0,-49.63,0.0,-99.2
EGO,1,0,-133.15,2,111.21,0,-125.53,2,91.27,0.0,-101.19,2.0,103.86
EGO,2,0,-62.77,1,610.01,0,-50.58,1,100.35,1.0,1017.49,0.0,-3152.1
EGY,1,2,297.27,0,-120.91,2,169.47,0,-153.68,2.0,1086.94,0.0,-110.69
EGY,2,0,-44.41,1,6.91,0,-85.98,1,25.69,1.0,102.17,1.0,573.13
EHC,1,0,-80.74,0,-197.16,0,-62.86,0,-88.77,0.0,-92.07,0.0,-190.69
EHC,2,1,222.06,0,-41.25,1,201.75,0,-17.46,1.0,312.43,1.0,632.18
EIG,1,2,326.14,0,-271.13,2,136.27,0,-435.36,2.0,312.1,0.0,-227.95
EIG,2,0,-117.99,1,2.09,0,-120.99,1,3071.43,0.0,-117.12,0.0,-63.9
EIX,1,0,-126.51,0,-89.29,0,-157.72,2,506.94,0.0,-370.59,2.0,322.12
EIX,2,1,451.17,1,1684.88,1,685.69,0,-189.42,1.0,99.2,0.0,-209.77
EL,1,0,-41.8,0,-210.0,0,-22.2,0,-144.43,0.0,-68.68,0.0,-196.88
EL,2,1,291.81,0,-61.79,1,270.31,0,-45.17,1.0,103.47,1.0,630.9
ELAN,1,0,-80.15,2,41.24,0,-45.66,2,4607.14,0.0,-1377.55,0.0,-128.25
ELAN,2,1,715.96,0,-30.83,1,576.34,0,-97.72,0.0,-95.84,1.0,122.47
ELS,1,0,-77.67,0,-62.23,0,-131.57,0,-11.48,2.0,108.33,0.0,-164.03
ELS,2,1,167.12,0,-19.75,1,232.64,0,-18.42,1.0,137.0,1.0,188.62
ELVT,1,0,-915.41,0,-54.2,0,-81.92,0,-626.2,0.0,-43.23,0.0,-33.04
ELVT,2,0,-52.37,1,139.66,0,-26.26,0,-167.14,1.0,278.49,1.0,371.16
